date,assets,assets_avg,assets_ie_avg,assets_tr,equity,tier1,tier1_avg,tier1c,rwa,netintinc,nonintinc,nonintexp,nonintinc_tr,alll_lvl,lllp_lvl,tstock_prchs,dividends,impair_gw,impair_oint,inc_extra,nonintexp_comp,nonintexp_prop,dep_dom,dep_fgn,loans,loans_avg,loans_ci,loans_cld,loans_mfam,loans_nfnr,loans_heloc,loans_sfam,loans_sfam_l1,loans_sfam_l2,loans_cons,loans_cc,loans_consxcc,nchg,nchg_ci,nchg_cld,nchg_mfam,nchg_nfnr,nchg_heloc,nchg_sfam,nchg_sfam_l1,nchg_sfam_l2,nchg_cons,nchg_cc,nchg_consxcc,nonintinc_xtr,nonintexp_xgw,nonintexp_oth,ppnr_y9,ppnr_base,ppnr_xtr,nonintinc_xtr_ta,nonintinc_tr_ta,nonintinc_tr_tra,nim_y9,nim_ta,nonintexp_comp_ta,nonintexp_prop_ta,nonintexp_oth_ta,deps,payout,alll,lllp_y9,tier1cr,chgoff_y9,chgoff_ci_y9,chgoff_cre_y9,chgoff_cld_y9,chgoff_mfam_y9,chgoff_nfnr_y9,chgoff_heloc_y9,chgoff_sfam_y9,chgoff_sfam_l1_y9,chgoff_sfam_l2_y9,chgoff_cons_y9,chgoff_cc_y9,chgoff_consxcc_y9,exposure_ci_y9,exposure_cre_y9,exposure_rre_y9,exposure_cc_y9,exposure_othcons_y9,exposure_tr_y9
02Q2,5433611363,5399205254,4021105666,613811036,407005400,325325749,324872947.5,265532701,3891615453,40872933,43415331,53492315,2743961,50616067,8255190,3064373,5527210,,874720,-295004,23139893,5854570,1455936758,523443701,2486433134,2462400054,531777268.5,81057744.5,28451703,218330564.5,121082758,529419824.5,450202292.5,79217532,428532777.5,141145908.5,287386869,8024702,3369589,25867,5407,76594,68920,326166,217867,108299,3380443,1973240,1410829,40671370,53492315,23623132,0.570379298,0.592044042,0.519557725,0.753284383,0.050821572,0.447036765,0.881848275,0.757017581,0.428579613,0.108433922,0.437529801,36.66058921,8591583,2.055558231,0.335249749,0.068231999,0.32588945,0.633646679,0.032902634,0.031911818,0.019004135,0.035081666,0.056919747,0.061608195,0.048393134,0.136710899,0.788841176,1.398014311,0.490916306,13.22465294,8.152981773,16.17720688,3.510126821,7.14696138,15.26473281
02Q3,5500375898,5449499268,4050182624,658005439.5,410059529,323820187,324572968,265877591,3867509360,39674084,32093066,44865889,1698650,50402237.5,9041598,4009379,5659101,,988400,1853502,21149504,5958090,1472542387,525184961,2527315659,2483031517,512686397.5,82213763,28697272,218395174.5,131656150.5,559593989,482420200,77173789,444595470.5,149444822,295150648.5,8493319,4082528,42790,2948,90813,64324,306112,195449,110663,3546850,1938975,1597238,30394416,44865889,16769895,0.493646474,0.477771585,0.46247572,0.557746951,0.031170754,0.258151361,0.842661412,0.728031734,0.388099951,0.109332798,0.307732769,36.65891579,9668480,2.029867006,0.364135451,0.068746464,0.342054418,0.796301213,0.041466269,0.052047247,0.010272754,0.041581963,0.048857573,0.054702518,0.040514265,0.14339454,0.797770161,1.297452113,0.541160254,12.6583526,8.130650888,17.06713508,3.689829222,7.28734173,16.2463153
02Q4,5598966940,5640030087,4226667777,671006277.5,421615081,331397057,328355249.5,275730557,3989810497,40892528.2,42870719.56,56875245.08,1709527,51041077,9227567,2018706,6118519.989,8574.209559,913920.5184,-650990,23167483.72,6200607.658,1492147653,526322416.5,2613420027,2570071499,498103924,78470656,30481870,214281694.5,141365541.5,632733970.5,560605252.5,72128718,459545640,158768953.5,300776686.5,8270122.165,3241681,31952,13766,136995.8493,75479,333034.5441,235167.5441,97867,3577153.772,1857186,1719967.772,41161192.56,56866670.87,26584658.98,0.476735093,0.50463361,0.446424492,0.729804486,0.030310601,0.254770642,0.834937722,0.725040959,0.410768797,0.109939266,0.471356687,35.78828549,8137225.989,1.985978874,0.359039311,0.069108685,0.321785685,0.650804148,0.056526765,0.040718406,0.045161271,0.063932596,0.053392785,0.052634213,0.041948866,0.13568382,0.778410991,1.169741287,0.571842117,11.78479006,7.647495322,18.31465241,3.756362266,7.116165792,15.87553867
03Q1,5762843240,5757602234,4272391458,668596624.5,427818857,337635090,334516073.5,280994134,4032560289,42071371,42786930,52982206,3995990,51829032,6876299,3284463,5938300,127000,986233,48107,24722127,6246867,1538881572,545477149.5,2656599269,2626889391,491142491,77597841,33580084.5,218811734,152303507.5,699069571.5,632087549.5,66982022,465226488,156221308,309005180,7229675,2547903,16676,1760,70572,82464,344895,237157,107738,3645600,1940808,1704792,38790940,52855206,20899979,0.553634894,0.572134365,0.484231176,0.673734281,0.069403718,0.597668288,0.851476877,0.730709926,0.429382337,0.108497717,0.362997966,36.20185342,9222763,1.973019198,0.261765837,0.069681323,0.275218097,0.518770631,0.026972966,0.021490289,0.005241202,0.032252384,0.054144518,0.049336291,0.037519644,0.160846145,0.783618322,1.24234525,0.551703373,11.49572776,7.723769293,19.9273191,3.656530764,7.232604574,15.64923606
03Q2,6140808670,5958508921,4448353870,689753177.5,444847990,352858802,345246946,293889217,4223667150,42652872,45567863,55384288,3794150,51807263.5,6621028,1908682,7910002,,1025352,51833,25602001,6455781,1581797107,551456959,2754132314,2689089544,480071594,77962105.5,34024686,221269086.5,164327732,748026523,682728703.5,65297819.5,467320742.5,151784463,315536279.5,6925919,2314145,27425,1239,114088,89170,323213,214442,108771,3600616,1924446,1676170,41773713,55384288,22301154,0.551084968,0.567423267,0.487408803,0.701076621,0.063676166,0.550073581,0.830128131,0.715831302,0.429671271,0.108345579,0.374274073,35.80181039,9818684,1.926572643,0.246218205,0.069581529,0.25755628,0.482041643,0.042835554,0.035177347,0.003641474,0.05156075,0.054263513,0.043208762,0.031409548,0.166576772,0.770480673,1.267880758,0.531213084,10.79211789,7.491667429,20.50992978,3.41214902,7.093326851,15.50580726
03Q3,6165886411,6182531496,4630876411,711052884,452006770,366143334,360016257.5,300093543,4246729058,43425769.18,46728640.21,55584338.27,2774499,51253419.5,5412434.144,1727988,7469546.744,-1000,763510.2889,62922,25013003.89,6390871.05,1619801032,564331240.5,2807121321,2795209281,467245409,78530498,34510283,221886390.5,177694655,797035971.5,731497550,65538421.5,482128127.5,156485798,325642329.5,6572013.617,1924458,38537,3454.988889,105866.2944,63703,352677.9778,235964.9778,116713,3589827.222,1864679.078,1725148.144,43954141.21,55585338.27,23417953.03,0.559157218,0.570472782,0.514280795,0.710940838,0.044876423,0.390195872,0.812922949,0.702394629,0.404575438,0.10336981,0.378776122,35.32747506,9197534.744,1.833616533,0.193632519,0.070664631,0.235117051,0.411873068,0.044146398,0.049072655,0.010011477,0.047711937,0.0358497,0.04424869,0.032257795,0.178083325,0.744579504,1.191596363,0.529767781,10.08978361,7.232479163,21.04851307,3.379183207,7.031980571,15.35460723
03Q4,6240821048,6213004487,4649927304,749669174.5,460554977,372849860,369517034.5,306865968,4311195843,43075934.59,49856365.45,57764670.1,2478584,50422368,5847965.246,2157583,8038684.085,1328,915796,770388,25187797.06,6787881.467,1635552383,590858629,2829130924,2779970829,456175631,79047202.5,35246550,222143772,194804113.5,789143996,726382270.5,62761725.5,511669789,179595164,332074625,7154402.798,1698625.669,25659,-191,93082.74632,139211,964804.886,767175.886,197629,3958791.496,2308629.901,1650161.596,47377781.45,57763342.1,24871867.57,0.566032586,0.568394342,0.526139101,0.762558301,0.039893485,0.330623705,0.797762106,0.693318904,0.405404456,0.109252802,0.400319485,35.83469184,10196267.09,1.813773277,0.210360669,0.071178851,0.257355319,0.372362212,0.035237076,0.032460352,-0.000541897,0.041902028,0.071462043,0.122259675,0.105615998,0.314887773,0.773700457,1.285463288,0.496924929,9.810381995,7.235328695,21.16050521,3.862321973,7.141501432,16.12216978
04Q1,6668279758,6602102282,4941352669,787599479,493717282,393293309,379519776.5,330220242,4584282252,46422628,50939944,59982145,3973018,51100855,5724940,3626031,8161602,,1146800,-135365,27862233,6735058,1665438730,603324115.5,2973658613,2924059394,440581969.5,80692283,34209528,221598283.5,215788157.5,789662556.5,727019812.5,62642744,548456755.5,203420208,345036547.5,6888376,1066193,8611,1793,44219,96528,495570,357914,137656,4957829,2940685,2017144,46966926,59982145,24238054,0.566189759,0.585610316,0.506011685,0.711393493,0.060178074,0.504446499,0.810316211,0.703149179,0.42202062,0.102013839,0.367126303,34.36424866,11787633,1.747599762,0.195787405,0.072033139,0.235575789,0.241996512,0.016232685,0.010671405,0.00524123,0.019954577,0.044732761,0.062757186,0.049230295,0.219747717,0.903959875,1.44562088,0.584617489,8.916221914,6.809878125,20.34768173,4.116690745,6.982633514,15.9389449
04Q2,6938178244,6899486147,5192450853,799815306.5,524086190,398769027,396249677.5,335478485,4742569158,49110009.04,56208002.04,76543913.24,2987718.333,52574178,5230904.844,3622035,8287817.356,9273.711111,969115.4889,128947,27872757,6782374.689,1739403933,652334360.5,3092084257,3045625840,441605042.5,86300169,36308152,230825806.5,240361490,859132381.5,793310857,65821524.5,573423599,211016751.5,362406847.5,6311596.267,742348.6889,45953.77778,5013,27471.4,90741.6,423154.7111,337703.7333,85450.97778,4866834.733,2973870,1892964.733,53220283.71,76534639.53,40910392.36,0.417046969,0.429358642,0.373743478,0.771365904,0.043303491,0.373551032,0.819556537,0.71179227,0.403983085,0.098302606,0.592948395,34.66545541,11909852.36,1.7262192,0.171751394,0.070737711,0.207234789,0.168102403,0.022193153,0.053248769,0.013806817,0.011901356,0.037752137,0.049253726,0.042568904,0.12982224,0.848732899,1.409305176,0.522331393,8.504751513,6.806691821,21.1748537,4.063914276,6.979494997,15.40342565
04Q3,7274662222,7247276126,5415833092,831484912.5,602084678,418926116,413971005.5,354212813,4980693922,50297439.32,49550450.44,63934244.06,1292298,53371775,5713369.348,2096507.519,8754283.16,,1809852.508,85197,27423703,7122988.066,1845413370,665859692,3285073590,3227828434,460581647,99181281.5,38992098.5,250066019.5,271872956,916045376,849371380.5,66673995.5,612289568.5,233586304,378703264.5,6189070.464,507354.4751,10480.87845,6108.033149,91642.03867,79507.83425,433522.2983,347843.9116,85678.38674,4887006.227,2903839,1983167.227,48258152.44,63934244.06,27577700.49,0.495546811,0.519344103,0.477715311,0.665879865,0.017831499,0.155420499,0.805104515,0.694018531,0.37840014,0.098285038,0.380525042,34.65126784,10850790.68,1.653488594,0.177003501,0.071117161,0.191740998,0.110155165,0.027877374,0.010567396,0.015664797,0.036647138,0.029244481,0.047325418,0.0409531,0.128503453,0.798152782,1.24315465,0.523673127,8.504354532,7.168599787,21.93417544,4.31302627,6.992520967,15.35285335
04Q4,7643750726,7682391319,5618579715,906521795,635094889,429666005,421639900,363445756,5067831907,52321850.45,59926146.47,74215911.58,2689670.813,52041627.5,6169748.751,3586467.949,10308541.6,39000,1909556.337,146544,30124001.93,7740529.429,1907857386,678594923,3417499829,3353789704,453017952.5,101102028.5,43052055.5,249884514.5,296666873.5,955757278.5,886398418,69358860.5,648092306,262298896.5,385793409.5,7388611.531,670721.8645,65474.61539,2570,93125.88278,86584.67399,477238.2894,394463.1832,82775.10623,5782536.531,3322533.696,2460002.835,57236475.66,74176911.58,34402823.89,0.495055299,0.518511698,0.460044445,0.745034629,0.035010854,0.296702278,0.801854965,0.681062032,0.392117515,0.100756771,0.447814,33.66728147,13895009.55,1.55172602,0.183963495,0.071716222,0.220306346,0.148056354,0.040902211,0.064760932,0.005969518,0.037267569,0.029185825,0.049933001,0.044501792,0.119343233,0.892239651,1.26669755,0.637647709,8.062855303,7.01313532,22.29076058,4.668419953,6.866386686,16.13435852
05Q1,7952489411,7931581589,5883687598,965880015,635006545,437585700,433625852.5,368545484,5173678328,49440083,58512346,67577725,5920094,50724308,5348096,6163696,10022357,,1568395,460478,31015229,7303251,1944493903,706356174,3451160622,3403498491,471199044,108204987.5,44232305,259130469,316472790,972755681.5,900124687,72630994.5,662843858.5,267769468,395074390.5,6232108,229605,13869,3112,29737,87423,437720,359665,78055,5212366,3121535,2090831,52592252,67577725,27690850,0.50903724,0.523005665,0.434397725,0.663073958,0.074639515,0.6129223,0.721798598,0.62333196,0.391034608,0.092078117,0.349121417,33.42145633,16186053,1.490357881,0.157135254,0.071234712,0.183108881,0.048727815,0.011351229,0.012817339,0.007035582,0.011475686,0.027624176,0.044997938,0.039957242,0.107467894,0.786364079,1.165754641,0.529224635,8.008566671,6.995064824,21.91191239,4.551048361,6.71474112,16.41623555
05Q2,8112382372,8152761109,6091104239,1003893973,655336927,453590205,445794627.5,379117736,5352522348,49428917,55234002,67066928,1760062,49792803,5534356,4429861,9309569,1,1638130,1629879,29225065,7226362,1959297762,719434810,3552809126,3474067018,490717021.5,116289485.5,44916043,263796873.5,334454782.5,995452740.5,915519739,79933001.5,668156661.5,267065156,401091505.5,5738153,299859,-8422,4221,21788,89738,366082,301466,64616,4937400,3066153,1871247,53473940,67066927,28977370,0.461144274,0.461245491,0.439555735,0.655899753,0.021588539,0.175323495,0.69667272,0.606284378,0.35846831,0.088636989,0.355430137,32.8567529,13739430,1.433271228,0.159304814,0.070829734,0.165171051,0.061106297,0.004138094,-0.007242271,0.009397533,0.008259385,0.026831131,0.036775427,0.0329284,0.0808377,0.738958434,1.148091741,0.466538676,8.056289997,6.977427825,21.83360308,4.384511339,6.584873444,16.4813133
05Q3,8349396650,8302810273,6260990920,1029112088,659502542,468163220,463949505,393789743,5559356178,50846796,62666345,69916511,5606593,50964991,8591219,8336172,9584939,1,1550801,2082231,32399928,6945450,1975537152,733570198.5,3674192062,3613576991,500444839,122390644,42194159.5,266196460.5,344334697.5,1022584494,932317477,90267017,715234516,289446748.5,425787767.5,7848433,235624,7890,1045,38804,96035,376116,326108,50008,6700462,3366609,3333853,57059752,69916510,29020331,0.525082816,0.518682224,0.457556367,0.687234203,0.06752645,0.544799062,0.697477058,0.612404648,0.390228452,0.083651797,0.349524198,32.6287999,17921111,1.410375125,0.237748331,0.070833696,0.217192909,0.047082911,0.011081958,0.006446571,0.002476646,0.014577204,0.027890015,0.036780922,0.034978214,0.05540008,0.936820281,1.163118611,0.782984683,7.993061249,6.880400715,21.83231391,4.62301818,6.800645025,16.43688836
05Q4,8402782524,8518082495,6397331517,1039229338,661829049,464657308,461568790,390224152,5642845563,52441198.96,59359411.29,70562376.83,2948145.059,50647766,8035935.971,7584425.066,11312682.04,50174,1364798.338,2290781,31125333.57,7416626.625,2046657839,747771457,3781410653,3749145373,520522737.5,132679160,43257072,278950399.5,344924912,1089520217,984347091,105173125.5,718743824,283042722.5,435701101.5,8605244.007,633198.7721,812.6029412,970.9117647,27854.92647,104000.7647,378748.8162,311953.7059,66795.11029,7017802.941,4569059,2448743.941,56411266.23,70512202.83,30605444.3,0.484125781,0.473844023,0.44951535,0.66225311,0.034610431,0.283685704,0.705180795,0.615645587,0.365403054,0.087069204,0.359299694,32.80584918,18897107.11,1.350914968,0.214340474,0.069153789,0.229525483,0.121646708,0.006515567,0.000612457,0.002244516,0.00998562,0.030151712,0.034762899,0.031691434,0.063509675,0.976398364,1.614264787,0.562023812,8.136560316,7.110568372,22.42255423,4.424387289,6.810669423,16.24473166
06Q1,8821203347,8784373245,6622165267,1073450599,698534751,484691637,479308687,403917357,5813117663,52683747,66676423,74017677,6991139,51228008,5843065,6365252,10105837,,1605430,95974,36635345,7434942,2161102348,787705667.5,3937060833,3902812612,548482796.5,141566068,46219618.5,279330580.5,343777669,1142702240,1020693577,122008662.5,761973220.5,303915946.5,458057274,5579888,307191,7135,6289,17993,141597,467061,392736,74325,4533782,2548542,1985240,59685284,74017677,28341960,0.516172204,0.533355627,0.436586116,0.679448406,0.079586088,0.6512772,0.684594293,0.599743949,0.417051325,0.084638275,0.322640662,33.56879237,16471089,1.312592048,0.149714208,0.069483775,0.142970943,0.056007408,0.006725735,0.00504005,0.013606776,0.006441472,0.041188539,0.040873378,0.038477366,0.060917806,0.595005425,0.838568041,0.433404317,8.282529571,7.0538298,22.44703731,4.589374234,6.917031749,16.2099639
06Q2,9067258455,9164370085,6886728600,1150355428,703198103,498647480,491812641.5,415762891,5980696214,52855452.96,66316429.56,72504084.51,5281984,51271162.5,5889019.337,4854547,11756390.14,,1616427.371,265483,34861096.42,7341767.101,2213193583,845769931,4056537891,4001555159,559151407,151496483,45572860,284228409.5,355673312.5,1174516481,1042161186,132355295,763188358.5,295316494.5,467871864,6178308.989,434349.9888,10040,4026,10576,137184,559003,471211,87792,4897597,2920653,1976944,61034445.56,72504084.51,28684793.62,0.509230832,0.5239721,0.451594748,0.665997172,0.057636084,0.459161045,0.657644648,0.576749438,0.380398174,0.080112076,0.31300344,33.37887367,16610937.14,1.281280914,0.147168266,0.069517474,0.154397697,0.07768021,0.005119908,0.006627217,0.008834205,0.003720951,0.038570226,0.047594309,0.045214791,0.066330554,0.641728473,0.988990813,0.422539621,8.119260094,6.98877189,22.21940028,4.288197077,6.793818824,16.70394601
06Q3,9320258847,9305854962,6992135877,1208919473,725384752,520973922,509033379.5,430798167,6144121603,53014121.58,66748012.07,70825272.84,5946331,51027953.5,7210228.167,4825262,10142697.79,,1551053,495696,33869255.88,7425397.867,2207752917,887452052,4101886008,4091625862,569474383,157537299.5,40003814,289556686,367399480.5,1176210345,1035659643,140550702.5,773522165,304143593,469378572,7124624.217,529958.8611,17274,-4860,22248,170982.3389,537778.4111,426830.4111,110948,5685317.606,3249016.033,2436301.572,60801681.07,70825272.84,27979566.09,0.525871734,0.537212519,0.461972919,0.653370177,0.063898815,0.491871554,0.646430481,0.569685664,0.363956413,0.079792753,0.30066626,33.26083397,14967959.79,1.247131464,0.176219146,0.070115501,0.174126972,0.093061054,0.007116025,0.010965022,-0.012148842,0.00768347,0.046538536,0.045721279,0.041213387,0.078938062,0.734990911,1.068250691,0.519048316,8.144498234,6.96636633,22.07637055,4.349795232,6.712949809,17.28970224
06Q4,9708826761,9779180795,7239371845,1256469644,772572882,541983022,535207708,447554804,6439324867,55535267.41,70364730.34,77889088.26,5525676.279,52809052.5,10836209.15,5230669.21,11651035.08,,1658488.382,5121239,36141524.74,8104760.327,2318054034,929994967,4397724694,4367871127,591049137,169566452.5,48953488,313974461,378154000.5,1269364745,1116052137,153312607.5,804947465.5,320853002.5,484094463,8464263.82,913218.3272,28592,3706.75,26963.25,243002.864,604668.8603,452074.2353,152594.625,6352242.768,3524628.375,2827614.393,64839054.06,77889088.26,31984314.81,0.490950219,0.455540805,0.434445728,0.663031551,0.056504491,0.439777937,0.653675889,0.567892839,0.3695762,0.082877702,0.32706538,33.21391709,16881704.29,1.209034126,0.248089031,0.069503374,0.193784651,0.154508021,0.011129131,0.016861826,0.007571983,0.008587721,0.064260292,0.047635549,0.040506552,0.099531687,0.789149981,1.098518121,0.58410385,8.164370468,7.355533227,22.75775827,4.432055838,6.686967784,17.35605893
07Q1,10073614208,9947284485,7345235791,1354036737,770534999,531149095,531922843.5,436383183,6506327748,56050566.6,70967948.33,78073768.83,8682388.247,54638782,8993018.323,11504454.49,11889604.65,,1640919.827,-138403,38508590.28,7802468.964,2366509963,960829378.5,4416893995,4382456275,615140027,174228514.5,52585500,321396666,369380657.5,1285208187,1129612579,155595608,820678640,319141037.5,501537602.5,8359109.518,681124.5233,32707.67123,-62,41093.27397,301656.8082,779831.8767,531436.0274,248395.8493,6340185.296,3542872.945,2797312.351,62285560.08,78073768.83,30121789.75,0.492041282,0.509928805,0.404757277,0.626156417,0.087284005,0.641222503,0.644313262,0.563476059,0.387126661,0.078438181,0.302814198,33.44972536,23394059.15,1.246761601,0.205204976,0.067070581,0.190740283,0.110726744,0.013450841,0.018772858,-0.000117903,0.012785843,0.081665567,0.060677475,0.047045867,0.159641941,0.772553956,1.110127664,0.557747283,8.374680466,7.463486484,22.52601402,4.344871242,6.828066747,18.43421743
